,"School Name","Full Address","Street Address",City,State,"Zip Code",Country,"School Type",Website,Description,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
444,"Blackberry SDA School","25321 Dove Ln, Grand Rapids, MN, 55744-6200, USA","25321 Dove Ln","Grand Rapids",MN,55744-6200,USA,PK-08,https://www.adventisteducation.org/schools/ANGI30,"The Blackberry Seventh-day Adventist School provides Christ-centered education where students can develop a closer relationship with God. Biblical teaching, academic excellence, civic duty, and service are all emphasized in a safe environment.",47.179623,-93.390075,1,rooftop,25321,"Dove Ln",,,"Grand Rapids",MN,"Itasca County",55744,US,Itasca
445,"Capital City Adventist Christian School","1220 McKnight Rd S, Saint Paul, MN, 55119-5923, USA","1220 McKnight Rd S","Saint Paul",MN,55119-5923,USA,PK-08,https://www.adventisteducation.org/schools/ANGI40,"Capital City Adventist Christian School is a Bible-based school training our students to live in harmony with the Christian faith and grow in character.",44.904627,-93.002361,1,rooftop,1220,"McKnight Rd S",,,"Saint Paul",MN,"Ramsey County",55119,US,"Ramsey County"
446,"Capital City Adventist Preschool","1220 McKnight Rd S, Saint Paul, MN, 55119-5923, USA","1220 McKnight Rd S","Saint Paul",MN,55119-5923,USA,ECP,https://www.adventisteducation.org/schools/ANGIDC,[],44.904627,-93.002361,1,rooftop,1220,"McKnight Rd S",,,"Saint Paul",MN,"Ramsey County",55119,US,"Ramsey County"
447,"Maplewood Academy","700 Main St N, Hutchinson, MN, 55350-1245, USA","700 Main St N",Hutchinson,MN,55350-1245,USA,9-12,https://www.adventisteducation.org/schools/ANGI16,"Maplewood Academy is a private, co-ed Christian high school located in Hutchinson, Minnesota. Maplewood is a closely woven, Christ-centered family.",44.906257,-94.36832,1,range_interpolation,700,"Main St N",,,Hutchinson,MN,"McLeod County",55350,US,"TIGER/Line® dataset from the US Census Bureau"
448,"Maranatha Adventist Christian School","414 3rd Ave SW, Dodge Center, MN, 55927-9306, USA","414 3rd Ave SW","Dodge Center",MN,55927-9306,USA,PK-08,https://www.adventisteducation.org/schools/ANGI65,"Maranatha Adventist Christian School is a dynamically active, nurturing, family-type environment where the students are academically challenged and spiritually encouraged. The teachers are highly invested in the present as well as the future well-being of each student. Along with the mental and spiritual training, is our focus on physical development and service to others. Our outdoor education is a unique touch to our school.",44.026201,-92.859041,1,range_interpolation,414,"3rd Ave SW",,,"Dodge Center",MN,"Dodge County",55927,US,"TIGER/Line® dataset from the US Census Bureau"
449,"Minnetonka Christian Academy","3500 Williston Rd, Minnetonka, MN, 55345-1516, USA","3500 Williston Rd",Minnetonka,MN,55345-1516,USA,PK-10,https://www.adventisteducation.org/schools/ANGI70,"Minnetonka Christian Academy is a Christ-centered, Seventh-day Adventist private school serving students from pre-kindergarten through tenth grade.",44.941,-93.46764,1,rooftop,3500,"Williston Rd",,,Minnetonka,MN,"Hennepin County",55345,US,Hennepin
450,"Northwoods Elementary School","95 Academy Ln NW, Hutchinson, MN, 55350-1103, USA","95 Academy Ln NW",Hutchinson,MN,55350-1103,USA,PK-08,https://www.adventisteducation.org/schools/ANGI50,"Northwoods Elementary was built in the mid-1970s in Hutchinson, MN on the beautiful campus of Maplewood Academy.  We are committed to lifting up each student as a special child of God. We welcome students of all faiths and ethnic backgrounds who desire to have a Christian education in grades Pre-K through 8.",44.902886,-94.368858,1,range_interpolation,95,"Academy Ln NW",,,Hutchinson,MN,"McLeod County",55350,US,"TIGER/Line® dataset from the US Census Bureau"
451,"Oak Street Christian School","2910 Oak St, Brainerd, MN, 56401-3803, USA","2910 Oak St",Brainerd,MN,56401-3803,USA,PK-08,https://www.adventisteducation.org/schools/ANGI35,[],46.351899,-94.165771,1,rooftop,2910,"Oak St",,,Brainerd,MN,"Crow Wing County",56401,US,"Crow Wing"
452,"Rochester Adventist Elementary","1100 37th St NW, Rochester, MN, 55901-4227, USA","1100 37th St NW",Rochester,MN,55901-4227,USA,PK-08,https://www.adventisteducation.org/schools/ANGI2I,"Rochester Adventist Elementary School is dedicated to providing the best possible Christian education for its elementary students without exception, and to training missionaries for the gospel ministry.",44.061005,-92.481312,1,rooftop,1100,"37th St NW",,,Rochester,MN,"Olmsted County",55901,US,Olmsted
453,"Southview Christian School","15304 County Road 5, Burnsville, MN, 55306-5322, USA","15304 County Road 5",Burnsville,MN,55306-5322,USA,PK-10,https://www.adventisteducation.org/schools/ANGISP,[],44.726184,-93.299002,1,rooftop,15304,"County Rd 5",,,Burnsville,MN,"Dakota County",55306,US,Dakota
454,"Stone Ridge SDA Christian School","115 E Orange St, Duluth, MN, 55811-5507, USA","115 E Orange St",Duluth,MN,55811-5507,USA,PK-08,https://www.adventisteducation.org/schools/ANGI60,[],46.798447,-92.129466,1,rooftop,115,"E Orange St",,,Duluth,MN,"St. Louis County",55811,US,"St Louis"
455,"Bass Christian Elementary School","74 Maranatha Cir, Lumberton, MS, 39455-7647, USA","74 Maranatha Cir",Lumberton,MS,39455-7647,USA,PK-08,https://www.adventisteducation.org/schools/ANTG12,[],31.100646,-89.415973,1,range_interpolation,74,"Maranatha Cir",,,Lumberton,MS,"Lamar County",39455,US,"TIGER/Line® dataset from the US Census Bureau"
456,"Bass Memorial Academy","6433 U S Highway 11, Lumberton, MS, 39455-7504, USA","6433 U S Highway 11",Lumberton,MS,39455-7504,USA,9-12,https://www.adventisteducation.org/schools/ANTG1B,[],31.092212,-89.415256,1,range_interpolation,6433,US-11,,,Lumberton,MS,"Lamar County",39455,US,"TIGER/Line® dataset from the US Census Bureau"
457,"College Drive SDA School","120 College Dr, Pearl, MS, 39208-8949, USA","120 College Dr",Pearl,MS,39208-8949,USA,PK-08,https://www.adventisteducation.org/schools/ANTG48,"Our goal is to provide excellent education that meets the needs of the whole student, helping them achieve academic excellence while upholding the Bible and instilling a love for Christ.",32.151069,-90.126916,0.71,nearest_rooftop_match,212,"College St",,,Florence,MS,"Rankin County",39073,US,"City of Pelahatchie"
458,"Community Christian School","6256 Highway 39 N, Meridian, MS, 39305-9113, USA","6256 Highway 39 N",Meridian,MS,39305-9113,USA,PK-08,https://www.adventisteducation.org/schools/ANTG60,"Community Christian School is a  PreK-8th Grade private school in Meridian, MS. We strive to educate the whole child, mentally, emotionally, spiritually and socially",32.426174,-88.676281,0.95,range_interpolation,6256,"State Hwy 39",,,Meridian,MS,"Lauderdale County",39305,US,"TIGER/Line® dataset from the US Census Bureau"
459,"E. E. Rogers SDA Early Childhood Program","5125B Robinson Rd, Jackson, MS, 39204-4133, USA","5125B Robinson Rd",Jackson,MS,39204-4133,USA,ECP,https://www.adventisteducation.org/schools/ANTP2K,[],32.280601,-90.26222,1,rooftop,5125,"Robinson Rd",,,Jackson,MS,"Hinds County",39204,US,Hinds
460,"E. E. Rogers SDA School","5125-B Robinson Road, Jackson, MS, 39204, USA","5125-B Robinson Road",Jackson,MS,39204,USA,PK-08,https://www.adventisteducation.org/schools/ANTP30,[],32.280601,-90.26222,1,rooftop,5125,"Robinson Rd",,,Jackson,MS,"Hinds County",39204,US,Hinds
461,"Faith Adventist Christian School","1005 Gordon Covington Rd, Summit, MS, 39666-7095, USA","1005 Gordon Covington Rd",Summit,MS,39666-7095,USA,PK-08,https://www.adventisteducation.org/schools/ANTGFC,"Faith Adventist Christian School offers small class size, multi-grade classrooms, and a diverse educational experience utilizing indoor and outdoor education locations.  FACtS is dedicated to encouraging a personal relationship with God and academic excellence.",31.28379,-90.46843,0.5,place,,,,,Summit,MS,"Pike County",39666,US,"TIGER/Line® dataset from the US Census Bureau"
462,"College Park Christian Academy","1114 College Park Dr, Columbia, MO, 65203-1826, USA","1114 College Park Dr",Columbia,MO,65203-1826,USA,PK-10,https://www.adventisteducation.org/schools/ANGB30,"College Park Christian Academy exists to prepare each of its children for academic excellence, physical we'll-being, spiritual maturity, and ultimately a saving relationship with Jesus Christ and a place in His service.",38.939636,-92.366705,1,rooftop,1114,"College Park Dr",,,Columbia,MO,"Boone County",65203,US,Boone
463,"College Park Christian Preschool","1108 College Park Dr, Columbia, MO, 65203-1826, USA","1108 College Park Dr",Columbia,MO,65203-1826,USA,ECP,https://www.adventisteducation.org/schools/ANGB29,[],38.94026,-92.366631,1,rooftop,1108,"College Park Dr",,,Columbia,MO,"Boone County",65203,US,Boone
464,"Hillcrest Seventh-day Adventist School","9777 Grandview Dr, Olivette, MO, 63132-2006, USA","9777 Grandview Dr",Olivette,MO,63132-2006,USA,PK-10,https://www.adventisteducation.org/schools/ANGB84,"Hillcrest Seventh-day Adventist Christian School is dedicated to igniting and sustaining a love for God and an excitement for learning.",38.678496,-90.39431,1,rooftop,9777,"Grandview Dr",,,"Saint Louis",MO,"St. Louis County",63132,US,CC0
465,"Maranatha Adventist School","1400 E McKinsey St, Moberly, MO, 65270-2039, USA","1400 E McKinsey St",Moberly,MO,65270-2039,USA,PK-08,https://www.adventisteducation.org/schools/ANGB54,[],39.408599,-92.421137,1,range_interpolation,1400,"E McKinsey St",,,Moberly,MO,"Randolph County",65270,US,"TIGER/Line® dataset from the US Census Bureau"
466,"Prescott SDA School","1405 Weisenborn Rd, Saint Joseph, MO, 64507-2524, USA","1405 Weisenborn Rd","Saint Joseph",MO,64507-2524,USA,PK-08,https://www.adventisteducation.org/schools/ANGB81,[],39.754433,-94.770736,1,rooftop,1405,"Weisenborn Rd",,,"Saint Joseph",MO,"Buchanan County",64507,US,Buchanan
467,"Sedalia SDA School","29531 Highway 50, Sedalia, MO, 65301-1222, USA","29531 Highway 50",Sedalia,MO,65301-1222,USA,PK-08,https://www.adventisteducation.org/schools/ANGB72,[],38.694734,-93.142592,1,range_interpolation,29531,US-50,,,Sedalia,MO,"Pettis County",65301,US,"TIGER/Line® dataset from the US Census Bureau"
468,"Springfield Seventh-day Adventist Jr Aca","704 S Belview Ave, Springfield, MO, 65802-2818, USA","704 S Belview Ave",Springfield,MO,65802-2818,USA,PK-08,https://www.adventisteducation.org/schools/ANGB78,[],37.200085,-93.246834,1,rooftop,704,"S Belview Ave",,,Springfield,MO,"Greene County",65802,US,Greene
469,"Summit View Adventist School","12503 State Route 7, Lees Summit, MO, 64086-9207, USA","12503 State Route 7","Lees Summit",MO,64086-9207,USA,PK-08,https://www.adventisteducation.org/schools/ANGBSZ,[],38.891078,-94.264653,1,range_interpolation,12503,"State Hwy 7",,,"Lees Summit",MO,"Jackson County",64086,US,"TIGER/Line® dataset from the US Census Bureau"
470,"Sunnydale Adventist Academy","6818 Audrain Road 9139, Centralia, MO, 65240-5906, USA","6818 Audrain Road 9139",Centralia,MO,65240-5906,USA,9-12,https://www.adventisteducation.org/schools/ANGBSU,"Sunnydale Adventist Academy seeks to provide a Christian environment where students may grow spiritually, intellectually, socially, and physically. Through Christ-centered teaching, students are encouraged to serve God.",39.200965,-92.010413,0.6,street_center,,"Audrain Rd E",,9139,Centralia,MO,"Audrain County",65240,US,"TIGER/Line® dataset from the US Census Bureau"
471,"Sunnydale SDA Elementary School","6979 Audrain Road 9139, Centralia, MO, 65240-5909, USA","6979 Audrain Road 9139",Centralia,MO,65240-5909,USA,PK-08,https://www.adventisteducation.org/schools/ANGB87,[],39.200965,-92.010413,0.6,street_center,,"Audrain Rd E",,9139,Centralia,MO,"Audrain County",65240,US,"TIGER/Line® dataset from the US Census Bureau"
472,"Blodgett View Christian School","119 Westbridge Rd, Hamilton, MT, 59840-9512, USA","119 Westbridge Rd",Hamilton,MT,59840-9512,USA,PK-08,https://www.adventisteducation.org/schools/ANIB35,[],46.247421,-114.184973,1,range_interpolation,119,"Westbridge Rd",,,Hamilton,MT,"Ravalli County",59840,US,"TIGER/Line® dataset from the US Census Bureau"
473,"Five Falls Christian School","2930 Flood Rd, Great Falls, MT, 59404-3720, USA","2930 Flood Rd","Great Falls",MT,59404-3720,USA,PK-08,https://www.adventisteducation.org/schools/ANIB65,"Five Falls Christian School, s Seventh-day Adventist Christian School where we are dedicated to nurturing each child’s growth as a whole person: academically, physically, spiritually, and socially.  K-8",47.476513,-111.338747,1,rooftop,2930,"Flood Rd",,,"Great Falls",MT,"Cascade County",59404,US,"Montana State Library"
474,"Glacier View School","36332 Mud Creek Ln, Ronan, MT, 59864-9291, USA","36332 Mud Creek Ln",Ronan,MT,59864-9291,USA,PK-08,https://www.adventisteducation.org/schools/ANIB30,"Glacier View School seeks to integrate Christ throughout the curriculum.",47.570334,-114.120383,1,rooftop,36332,"Mud Creek Ln",,,Ronan,MT,"Lake County",59864,US,"Montana State Library"
475,"Highland View Christian School","2504 Grand Ave, Butte, MT, 59701-5008, USA","2504 Grand Ave",Butte,MT,59701-5008,USA,PK-08,https://www.adventisteducation.org/schools/ANIBHV,"Highland View Christian School is committed to providing a quality education, a spiritually rich environment and a lifelong love of learning.",45.999451,-112.499926,1,rooftop,2504,"Grand Ave",,,Butte,MT,"Silver Bow County",59701,US,"Montana State Library"
476,"Libby Adventist Christian School","206 Airfield Rd, Libby, MT, 59923-8600, USA","206 Airfield Rd",Libby,MT,59923-8600,USA,PK-08,https://www.adventisteducation.org/schools/ANIB45,[],48.402764,-115.532519,1,rooftop,206,"Airfield Rd",,,Libby,MT,"Lincoln County",59923,US,"Montana State Library"
477,"Mount Ellis Academy","3641 Bozeman Trail Rd, Bozeman, MT, 59715-6683, USA","3641 Bozeman Trail Rd",Bozeman,MT,59715-6683,USA,9-12,https://www.adventisteducation.org/schools/ANIB2M,"At Mount Ellis Academy, our students discover, develop, and serve. We learn, laugh, play, collaborate, pray, spend time in nature, and form unbreakable bonds.",45.653769,-110.954351,1,rooftop,3641,"Bozeman Trail Rd",,,Bozeman,MT,"Gallatin County",59715,US,"Montana State Library"
478,"Mount Ellis Elementary","3835 Bozeman Trail Rd, Bozeman, MT, 59715-6685, USA","3835 Bozeman Trail Rd",Bozeman,MT,59715-6685,USA,PK-08,https://www.adventisteducation.org/schools/ANIB55,"Mount Ellis Elementary, a Seventh-Day Adventist Christian School, is dedicated to educating the full person, mind, body, and spirit.",45.652918,-110.949399,1,rooftop,3835,"Bozeman Trail Rd",,,Bozeman,MT,"Gallatin County",59715,US,"Montana State Library"
479,"Mountain View Christian School","1010 Clements Rd, Missoula, MT, 59804-2912, USA","1010 Clements Rd",Missoula,MT,59804-2912,USA,PK-08,https://www.adventisteducation.org/schools/ANIB50,"Mountain View Christian School is dedicated to loving kids well and educating for eternity.",46.861696,-114.080379,1,rooftop,1010,"Clements Rd",,,Missoula,MT,"Missoula County",59804,US,"Montana State Library"
480,"Teton Adventist Christian School","701 1st St NE, Choteau, MT, 59422-9291, USA","701 1st St NE",Choteau,MT,59422-9291,USA,PK-08,https://www.adventisteducation.org/schools/ANIB25,"Teton Adventist Christian School exists to educate each student to their highest level of academic achievement in a Christ-centered atmosphere. Our goal is to develop lifelong learners who will grow to love Jesus and be a blessing to their communities.",47.815718,-112.175659,1,rooftop,701,"1st St NE",,,Choteau,MT,"Teton County",59422,US,"Montana State Library"
481,"Trailhead Christian School","3204 Broadwater Ave, Billings, MT, 59102-4416, USA","3204 Broadwater Ave",Billings,MT,59102-4416,USA,PK-08,https://www.adventisteducation.org/schools/ANIB20,"Trailhead Christian School is a private elementary school serving the community of Billings, Montana.",45.776298,-108.599065,1,rooftop,3204,"Broadwater Ave",,,Billings,MT,"Yellowstone County",59102,US,"Montana State Library"
482,"Trout Creek Adventist School","3020 Mt Highway 200, Trout Creek, MT, 59874-9596, USA","3020 Mt Highway 200","Trout Creek",MT,59874-9596,USA,PK-08,https://www.adventisteducation.org/schools/ANIBTC,"It is our purpose to provide a Christ-centered academic environment where students are nourished spiritually, intellectually, socially, physically, and emotionally.",47.830052,-115.582668,1,rooftop,3020,MT-200,,,"Trout Creek",MT,"Sanders County",59874,US,"Montana State Library"
483,"Valley Adventist Christian School","1275 Helena Flats Rd, Kalispell, MT, 59901-6625, USA","1275 Helena Flats Rd",Kalispell,MT,59901-6625,USA,PK-08,https://www.adventisteducation.org/schools/ANIB75,"Valley Adventist Christian School is a Seventh-day Adventist school dedicated to academic excellence, showing children Jesus, and nurturing their love for Him and others.",48.266096,-114.253481,1,rooftop,1275,"Helena Flats Rd",,,Kalispell,MT,"Flathead County",59901,US,"Montana State Library"
484,"Valley View Christian School","264 Highway 200 S, Glendive, MT, 59330-9433, USA","264 Highway 200 S",Glendive,MT,59330-9433,USA,PK-08,https://www.adventisteducation.org/schools/ANIBVA,"The mission of Valley View Adventist Christian School is to provide a strong basic academic foundation and encourage healthy relationships with both God and man.",47.100797,-104.804236,1,rooftop,264,"Highway 200 S",,,Glendive,MT,"Dawson County",59330,US,"Montana State Library"
485,"College View Academy","5240 Calvert St, Lincoln, NE, 68506-3935, USA","5240 Calvert St",Lincoln,NE,68506-3935,USA,PK-12,https://www.adventisteducation.org/schools/ANGF1C,"College View Academy is a K-12 Seventh-day Adventist school located in Lincoln, Nebraska. We are a private Christian school focused on learning and love.",40.777869,-96.649141,1,rooftop,5240,"Calvert St",,,Lincoln,NE,"Lancaster County",68506,US,Lincoln
486,"George Stone School (Union College)","3800 S 48th St, Lincoln, NE, 68506-4345, USA","3800 S 48th St",Lincoln,NE,68506-4345,USA,PK-08,https://www.adventisteducation.org/schools/ANGFGE,"George Stone School is a two-teacher elementary school focused on teacher training where students experience plenty of personalized attention from Union College teachers-in-training.",40.774575,-96.651771,1,rooftop,3800,"S 48th St",,,Lincoln,NE,"Lancaster County",68506,US,Lancaster
487,"Omaha Memorial Adventist School","840 N 72nd St, Omaha, NE, 68114-3241, USA","840 N 72nd St",Omaha,NE,68114-3241,USA,PK-08,https://www.adventisteducation.org/schools/ANGF64,"Omaha Memorial Adventist School  is dedicated to helping students develop academic excellence in a Christian environment.",41.268036,-96.024341,1,rooftop,840,"N 72nd St",,,Omaha,NE,"Douglas County",68114,US,Douglas
488,"Union College","3800 S 48th St Bldg A, Lincoln, NE, 68506-4300, USA","3800 S 48th St Bldg A",Lincoln,NE,68506-4300,USA,University,https://www.adventisteducation.org/schools/ANG13L,[],40.774575,-96.651771,1,rooftop,3800,"S 48th St",Bldg,A,Lincoln,NE,"Lancaster County",68506,US,Lancaster
489,"Valley View Adventist School","415 W 31st St, Scottsbluff, NE, 69361-4319, USA","415 W 31st St",Scottsbluff,NE,69361-4319,USA,PK-08,https://www.adventisteducation.org/schools/ANGF92,[],41.877689,-103.668393,1,range_interpolation,415,"W 31st St",,,Scottsbluff,NE,"Scotts Bluff County",69361,US,"TIGER/Line® dataset from the US Census Bureau"
490,"Fallon Adventist Christian School","380 E Front St, Fallon, NV, 89406-3954, USA","380 E Front St",Fallon,NV,89406-3954,USA,K-08,https://www.adventisteducation.org/schools/ANPF25,[],39.467513,-118.772126,1,range_interpolation,380,"E Front St",,,Fallon,NV,"Churchill County",89406,US,"TIGER/Line® dataset from the US Census Bureau"
491,"Riverview Christian Academy","7125 W 4th St, Reno, NV, 89523-9008, USA","7125 W 4th St",Reno,NV,89523-9008,USA,K-08,https://www.adventisteducation.org/schools/ANPF50,"Riverview Christian Academy exists to show children Jesus, nurture their love for others, teach them to think, and empower them to serve.",39.511649,-119.873797,1,rooftop,7125,"W 4th St",,,Reno,NV,"Washoe County",89523,US,Washoe
492,"Vegas Valley Adventist Academy","6059 W Oakey Blvd, Las Vegas, NV, 89146-1252, USA","6059 W Oakey Blvd","Las Vegas",NV,89146-1252,USA,K-10,https://www.adventisteducation.org/schools/ANPF30,"VVAA's mission is to honor God by striving  for academic excellence and  character development;  and to grow positive relationships with our community and each other.",36.151646,-115.225133,1,range_interpolation,6059,"W Oakey Blvd",,,"Las Vegas",NV,"Clark County",89146,US,"TIGER/Line® dataset from the US Census Bureau"
493,"Amesbury Adventist School","285 Main Ave, South Hampton, NH, 03827-3527, USA","285 Main Ave","South Hampton",NH,03827-3527,USA,PK-08,https://www.adventisteducation.org/schools/AN4M15,[],42.879432,-70.952008,1,rooftop,285,"Main Ave",,,"South Hampton",NH,"Rockingham County",03827,US,"Statewide NH"
494,"Capital Christian School","310 Sheep Davis Rd, Concord, NH, 03301-5736, USA","310 Sheep Davis Rd",Concord,NH,03301-5736,USA,PK-08,https://www.adventisteducation.org/schools/AN4ICC,[],43.22847,-71.475508,1,rooftop,310,"Sheep Davis Rd",,,Concord,NH,"Merrimack County",03301,US,"Statewide NH"
495,"Estabrook Christian School","1050 Route 12A, Plainfield, NH, 03781, USA","1050 Route 12A",Plainfield,NH,03781,USA,PK-08,https://www.adventisteducation.org/schools/AN4I45,[],43.539253,-72.357806,1,rooftop,1050,"State Rte 12A",,,Plainfield,NH,"Sullivan County",03781,US,"Statewide NH"
496,"Pioneer Junior Academy","13 Mount Gilboa Rd, Westmoreland, NH, 03467-4705, USA","13 Mount Gilboa Rd",Westmoreland,NH,03467-4705,USA,PK-08,https://www.adventisteducation.org/schools/AN4I75,"Pioneer Junior Academy, a Christian school dedicated to nurturing each child in a personal relationship with God, while developing academic excellence, and inspiring service to others for now and for eternity.",42.991643,-72.390821,1,rooftop,13,"Mt Gilboa Rd",,,Westmoreland,NH,"Cheshire County",03467,US,"Statewide NH"
497,"Lake Nelson Adventist Academy","555 S Randolphville Rd, Piscataway, NJ, 08854-5036, USA","555 S Randolphville Rd",Piscataway,NJ,08854-5036,USA,PK-12,https://www.adventisteducation.org/schools/ANBB30,[],40.541479,-74.455957,1,rooftop,555,"S Randolphville Rd",,,Piscataway,NJ,"Middlesex County",08854,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
498,"Lake Nelson Early Learning Center","555 S Randolphville Rd, Piscataway, NJ, 08854-5036, USA","555 S Randolphville Rd",Piscataway,NJ,08854-5036,USA,ECP,https://www.adventisteducation.org/schools/ANBB2H,[],40.541479,-74.455957,1,rooftop,555,"S Randolphville Rd",,,Piscataway,NJ,"Middlesex County",08854,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
499,"Meadow View Junior Academy","241 Bordentown Chesterfield Rd, Chesterfield, NJ, 08515-9657, USA","241 Bordentown Chesterfield Rd",Chesterfield,NJ,08515-9657,USA,PK-10,https://www.adventisteducation.org/schools/ANBB40,[],40.125743,-74.652392,1,rooftop,241,"Bordentown Chesterfield Rd",,,Chesterfield,NJ,"Burlington County",08515,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
500,"Tranquility Adventist School","3 Academy Ln, Andover, NJ, 07821-2402, USA","3 Academy Ln",Andover,NJ,07821-2402,USA,PK-08,https://www.adventisteducation.org/schools/ANBB2V,[],40.950121,-74.792276,1,rooftop,3,"Academy Ln",,,Andover,NJ,"Sussex County",07821,US,Sussex
501,"Tranquility Preschool","3 Academy Ln, Andover, NJ, 07821-2402, USA","3 Academy Ln",Andover,NJ,07821-2402,USA,ECP,https://www.adventisteducation.org/schools/ANBB2L,[],40.950121,-74.792276,1,rooftop,3,"Academy Ln",,,Andover,NJ,"Sussex County",07821,US,Sussex
502,"Trinity Temple Academy","1500 Maple Ave, Hillside, NJ, 07205-1526, USA","1500 Maple Ave",Hillside,NJ,07205-1526,USA,PK-08,https://www.adventisteducation.org/schools/ANB460,[],40.701888,-74.22153,1,rooftop,1500,"Maple Ave",,,Hillside,NJ,"Union County",07205,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
503,"Vine Haven Adventist School","1155 E Landis Ave, Vineland, NJ, 08360-4220, USA","1155 E Landis Ave",Vineland,NJ,08360-4220,USA,PK-08,https://www.adventisteducation.org/schools/ANBBVR,[],39.484419,-75.002189,1,rooftop,1155,"E Landis Ave",,,Vineland,NJ,"Cumberland County",08360,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
504,"Waldwick Adventist School","70 Wyckoff Ave, Waldwick, NJ, 07463-1769, USA","70 Wyckoff Ave",Waldwick,NJ,07463-1769,USA,PK-10,https://www.adventisteducation.org/schools/ANBB55,"Waldwick Adventist School is dedicated to nurture life-long learning in its students by promoting academic excellence in teaching students to serve God and man, now and for eternity.",41.008419,-74.12586,1,rooftop,70,"Wyckoff Ave",,,Waldwick,NJ,"Bergen County",07463,US,Bergen
505,"Waldwick Preschool","70 Wyckoff Ave, Waldwick, NJ, 07463-1769, USA","70 Wyckoff Ave",Waldwick,NJ,07463-1769,USA,ECP,https://www.adventisteducation.org/schools/ANBB2K,[],41.008419,-74.12586,1,rooftop,70,"Wyckoff Ave",,,Waldwick,NJ,"Bergen County",07463,US,Bergen
506,"Wilbert F. May Preschool","405 Englewood Ave, Teaneck, NJ, 07666-6039, USA","405 Englewood Ave",Teaneck,NJ,07666-6039,USA,ECP,https://www.adventisteducation.org/schools/ANB42I,[],40.899326,-73.992623,1,rooftop,405,"Englewood Ave",,,Teaneck,NJ,"Bergen County",07666,US,Bergen
507,"Wilbert F. Mays Adventist School","405 Englewood Ave, Teaneck, NJ, 07666-6039, USA","405 Englewood Ave",Teaneck,NJ,07666-6039,USA,PK-08,https://www.adventisteducation.org/schools/ANB4WI,[],40.899326,-73.992623,1,rooftop,405,"Englewood Ave",,,Teaneck,NJ,"Bergen County",07666,US,Bergen
508,"Canyon Christian Academy","1000 S Canyon Rd, Alamogordo, NM, 88310-3614, USA","1000 S Canyon Rd",Alamogordo,NM,88310-3614,USA,PK-08,https://www.adventisteducation.org/schools/ANWI24,"Canyon Christian Academy is committed to providing a Christ-centered education that nurtures the individuality of the student within a climate of academic excellence.",32.880416,-105.935683,1,rooftop,1000,"S Canyon Rd",,,Alamogordo,NM,"Otero County",88310,US,"Statewide NM"
509,"Canyon Christian Preschool","1000 S Canyon Rd, Alamogordo, NM, 88310-3614, USA","1000 S Canyon Rd",Alamogordo,NM,88310-3614,USA,ECP,https://www.adventisteducation.org/schools/ANWI26,[],32.880416,-105.935683,1,rooftop,1000,"S Canyon Rd",,,Alamogordo,NM,"Otero County",88310,US,"Statewide NM"
510,"Crestview SDA Academy","6000 Ouray Rd NW, Albuquerque, NM, 87120-1382, USA","6000 Ouray Rd NW",Albuquerque,NM,87120-1382,USA,PK-08,https://www.adventisteducation.org/schools/ANWI1F,[],35.110927,-106.707934,1,rooftop,6000,"Ouray Rd NW",,,Albuquerque,NM,"Bernalillo County",87120,US,Albuquerque
511,"Crestview SDA Preschool","6000 Ouray Rd NW, Albuquerque, NM, 87120-1382, USA","6000 Ouray Rd NW",Albuquerque,NM,87120-1382,USA,ECP,https://www.adventisteducation.org/schools/ANWI2A,[],35.110927,-106.707934,1,rooftop,6000,"Ouray Rd NW",,,Albuquerque,NM,"Bernalillo County",87120,US,Albuquerque
512,"Farmington Discover Christian School","5509 Sagebrush St, Farmington, NM, 87402-4851, USA","5509 Sagebrush St",Farmington,NM,87402-4851,USA,PK-08,https://www.adventisteducation.org/schools/ANGM51,[],36.774485,-108.140975,1,rooftop,5509,"Sagebrush St",,,Farmington,NM,"San Juan County",87402,US,"City of Farmington"
513,"Sandia View Academy","65 Sandia View Ln, Corrales, NM, 87048-8718, USA","65 Sandia View Ln",Corrales,NM,87048-8718,USA,9-12,https://www.adventisteducation.org/schools/ANWISD,[],35.24652,-106.605599,1,rooftop,65,"Sandia View Ln",,,Corrales,NM,"Sandoval County",87048,US,"Statewide NM"
514,"Sandia View Christian Preschool","24 Academy Dr, Corrales, NM, 87048-8730, USA","24 Academy Dr",Corrales,NM,87048-8730,USA,ECP,https://www.adventisteducation.org/schools/ANWI23,[],35.247082,-106.604554,1,range_interpolation,24,"Academy Dr",,,Corrales,NM,"Sandoval County",87048,US,"TIGER/Line® dataset from the US Census Bureau"
