School Name,Full Address,Street Address,Street Number,Street,City,County,State/Province,Zip (5-digit),Zip (full),Country,School Type,Website,Description,Latitude,Longitude,Preschool,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,University/College
Standifer Gap SDA School,"8255 Standifer Gap Rd, Chattanooga, TN, 37421-5046, USA",8255 Standifer Gap Rd,8255,Standifer Gap Rd,Chattanooga,Hamilton County,TN,37421,37421-5046,USA,PK-08,https://www.adventisteducation.org/schools/ANTFH3,"Our goal is to nurture within each student a personal relationship with Jesus that encompasses their self-worth and enhances their academic, social, physical, and spiritual maturity.",35.035247,-85.107951,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Tullahoma SDA Christian School,"231 Turkey Creek Dr, Tullahoma, TN, 37388-4688, USA",231 Turkey Creek Dr,231,Turkey Creek Dr,Tullahoma,Franklin County,TN,37388,37388-4688,USA,PK-08,https://www.adventisteducation.org/schools/ANTITU,"Tullahoma Seventh-day Adventist School is a Christian school where each student is supported in their individual academic journey, providing an environment where learning is an adventure.",35.322415,-86.216853,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Woodbury SDA Elementary School,"1434 Hollow Springs Rd, Woodbury, TN, 37190-6043, USA",1434 Hollow Springs Rd,1434,Hollow Springs Rd,Woodbury,Cannon County,TN,37190,37190-6043,USA,PK-08,https://www.adventisteducation.org/schools/ANTI99,,35.735742,-86.067652,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Abilene Junior Academy,"2542 E Overland Trl, Abilene, TX, 79601-6625, USA",2542 E Overland Trl,2542,E Overland Trl,Abilene,Taylor County,TX,79601,79601-6625,USA,PK-08,https://www.adventisteducation.org/schools/ANWIAB,"At Abilene Junior Academy, we promote academic excellence through a challenging curriculum and caring teachers.",32.466264,-99.682789,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Advent Ridge Academy,"1523 Old Ranch Road 12, San Marcos, TX, 78666-2921, USA",1523 Old Ranch Road 12,1523,Old Ranch Road 12,San Marcos,Hays County,TX,78666,78666-2921,USA,PK-10,https://www.adventisteducation.org/schools/ANWF2S,,29.893845,-97.959962,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Amarillo SDA Christian Academy,"1511 S Seminole St, Amarillo, TX, 79104-3605, USA",1511 S Seminole St,1511,S Seminole St,Amarillo,Potter County,TX,79104,79104-3605,USA,PK-08,https://www.adventisteducation.org/schools/ANWI2B,,35.194409,-101.799432,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Applegate Adventist Christian Academy,"4 Applegate Cir, Round Rock, TX, 78665-9417, USA",4 Applegate Cir,4,Applegate Cir,Round Rock,Williamson County,TX,78665,78665-9417,USA,PK-08,https://www.adventisteducation.org/schools/ANWB20,,30.547556,-97.673905,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Applegate Adventist Jr. Acad Preschool,"4 Applegate Cir, Round Rock, TX, 78665-9417, USA",4 Applegate Cir,4,Applegate Cir,Round Rock,Williamson County,TX,78665,78665-9417,USA,ECP,https://www.adventisteducation.org/schools/ANWB2B,,30.547556,-97.673905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethel Adventist Church School,"489 S Kings Hwy, Texarkana, TX, 75501-9500, USA",489 S Kings Hwy,489,S Kings Hwy,Texarkana,Bowie County,TX,75501,75501-9500,USA,PK-08,https://www.adventisteducation.org/schools/ANWB30,Bethel Adventist Church School enrolls students in K-9th grades with an excellent student-teacher ratio.,33.409975,-94.118833,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Burleson Adventist School,"1635 Fox Ln, Burleson, TX, 76028-4336, USA",1635 Fox Ln,1635,Fox Ln,Burleson,Johnson County,TX,76028,76028-4336,USA,PK-08,https://www.adventisteducation.org/schools/ANWF18,"Burleson Adventist School (BAS) is a Pre-K - 8th grade school offering a nurturing academic environment where students are being educated for eternity through love, faith, and service to God and man.",32.546294,-97.28168,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Burton Adventist Academy,"4611 Kelly Elliott Rd, Arlington, TX, 76017-1353, USA",4611 Kelly Elliott Rd,4611,Kelly Elliott Rd,Arlington,Tarrant County,TX,76017,76017-1353,USA,PK-12,https://www.adventisteducation.org/schools/ANWF22,,32.670369,-97.1738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Burton Little Angels,"4611 Kelly Elliott Rd, Arlington, TX, 76017-1353, USA",4611 Kelly Elliott Rd,4611,Kelly Elliott Rd,Arlington,Tarrant County,TX,76017,76017-1353,USA,ECP,https://www.adventisteducation.org/schools/ANWF32,,32.670369,-97.1738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chisholm Trail Academy,"401 S Old Betsy Rd, Keene, TX, 76059-1412, USA",401 S Old Betsy Rd,401,S Old Betsy Rd,Keene,Johnson County,TX,76059,76059-1412,USA,09-12,https://www.adventisteducation.org/schools/ANWF1G,"Chisholm Trail Academy, a Seventh-day Adventist school fosters the development of a relationship with Jesus and a lifelong love of learning and service.",32.389666,-97.332359,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Cleburne Adventist Christian School,"111 Meadow View Dr, Cleburne, TX, 76033-4511, USA",111 Meadow View Dr,111,Meadow View Dr,Cleburne,Johnson County,TX,76033,76033-4511,USA,PK-08,https://www.adventisteducation.org/schools/ANWFCN,"Cleburne Adventist Christian School is a K-8 multigrade school dedicated to providing a safe learning environment and balanced education for the body, mind, and soul of each student.",32.333272,-97.425842,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Coggin Memorial School,"6645 Downing St, Corpus Christi, TX, 78414-3535, USA",6645 Downing St,6645,Downing St,Corpus Christi,Nueces County,TX,78414,78414-3535,USA,PK-08,https://www.adventisteducation.org/schools/ANWF24,"We seek to provide a Christ-centered education where students understand, experience, and share a personal faith in Jesus Christ becoming responsible citizens serving communities.",27.673979,-97.366014,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Conroe Adventist Academy,"3601 S Loop 336 E, Conroe, TX, 77301-6843, USA",3601 S Loop 336 E,3601,S Loop 336 E,Conroe,Montgomery County,TX,77301,77301-6843,USA,PK-08,https://www.adventisteducation.org/schools/ANWF27,"Conroe Adventist Academy is committed to creating a positive learning environment supporting students' physical, emotional, social, mental, and spiritual needs.",30.298541,-95.404375,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Conroe Adventist Academy Preschool,"3601 S Loop 336 E, Conroe, TX, 77301-6843, USA",3601 S Loop 336 E,3601,S Loop 336 E,Conroe,Montgomery County,TX,77301,77301-6843,USA,ECP,https://www.adventisteducation.org/schools/ANWF4B,,30.298541,-95.404375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cypress Bend Adventist Elementary School,"2997 FM 728, Jefferson, TX, 75657-6503, USA",2997 FM 728,3000,Farm To Market Rd 728,Jefferson,Marion County,TX,75657,75657-6503,USA,PK-08,https://www.adventisteducation.org/schools/ANWF30,,32.806626,-94.403997,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Dallas Christian Academy,"4025 N Central Expy, Dallas, TX, 75204-3166, USA",4025 N Central Expy,4025,N Central Expy,Dallas,Dallas County,TX,75204,75204-3166,USA,PK-10,https://www.adventisteducation.org/schools/ANWF33,Dallas Christian Academy is a Pk-12 school with high academics that prepare students for professional success while instilling spiritual values for a life of service.,32.811714,-96.790943,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
El Paso Adventist Junior Academy,"3510 George Dieter Dr, El Paso, TX, 79936-1209, USA",3510 George Dieter Dr,3510,George Dieter Dr,El Paso,El Paso County,TX,79936,79936-1209,USA,PK-12,https://www.adventisteducation.org/schools/ANWI35,,31.795601,-106.301688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Excel Adventist Academy,"7950 W Fuqua Dr, Missouri City, TX, 77489-2455, USA",7950 W Fuqua Dr,7950,W Fuqua Dr,Missouri City,Fort Bend County,TX,77489,77489-2455,USA,PK-08,https://www.adventisteducation.org/schools/ANWBEX,Excel Adventist Academy is dedicated to developing young minds in a caring Christian environment where development and academic excellence are strongly emphasized.,29.602027,-95.506345,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Excel Adventist Academy Preschool,"7950 W Fuqua Dr, Missouri City, TX, 77489-2455, USA",7950 W Fuqua Dr,7950,W Fuqua Dr,Missouri City,Fort Bend County,TX,77489,77489-2455,USA,ECP,https://www.adventisteducation.org/schools/ANWB29,,29.602027,-95.506345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Worth Adventist Junior Academy,"3040 Sycamore School Rd, Fort Worth, TX, 76133-7771, USA",3040 Sycamore School Rd,3040,Sycamore School Rd,Fort Worth,Tarrant County,TX,76133,76133-7771,USA,PK-08,https://www.adventisteducation.org/schools/ANWFFO,,32.635969,-97.365345,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Garland Christian Adventist Pre School,"1702 E Centerville Rd, Garland, TX, 75041-2104, USA",1702 E Centerville Rd,1702,E Centerville Rd,Garland,Dallas County,TX,75041,75041-2104,USA,ECP,https://www.adventisteducation.org/schools/ANWF4J,,32.889846,-96.60693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garland Christian Adventist School,"1702 E Centerville Rd, Garland, TX, 75041-2104, USA",1702 E Centerville Rd,1702,E Centerville Rd,Garland,Dallas County,TX,75041,75041-2104,USA,PK-08,https://www.adventisteducation.org/schools/ANWFGZ,,32.889846,-96.60693,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Houston Adventist Academy,"11735 Grant Rd, Cypress, TX, 77429-2973, USA",11735 Grant Rd,11735,Grant Rd,Cypress,Harris County,TX,77429,77429-2973,USA,PK-12,https://www.adventisteducation.org/schools/ANWFTH,"Houston Adventist Academy focuses on every student's academic success. However, we do not stop there. We give an equal priority to developing and solidifying our students relationship with Christ.",29.974489,-95.601476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Joshua Adventist Multi-Grade School,"1912 Conveyor Dr, Joshua, TX, 76058-0329, USA",1912 Conveyor Dr,1912,Conveyor Dr,Joshua,Johnson County,TX,76058,76058-0329,USA,PK-08,https://www.adventisteducation.org/schools/ANWF54,,32.457168,-97.353835,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Katy Adventist Christian Preschool,"1913 East Ave, Katy, TX, 77493-1646, USA",1913 East Ave,1913,East Ave,Katy,Harris County,TX,77493,77493-1646,USA,ECP,https://www.adventisteducation.org/schools/ANWF46,,29.800164,-95.820913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katy Adventist Christian School,"1913 East Ave, Katy, TX, 77493-1646, USA",1913 East Ave,1913,East Ave,Katy,Harris County,TX,77493,77493-1646,USA,PK-08,https://www.adventisteducation.org/schools/ANWFKC,"Katy Adventist Christian School provides a Christ-centered place of spiritual and academic learning where students are given the opportunity to develop their mind, body, and spirit.",29.800164,-95.820913,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Keene Adventist Elementary School,"302 Pecan St, Keene, TX, 76059-2208, USA",302 Pecan St,302,Pecan St,Keene,Johnson County,TX,76059,76059-2208,USA,PK-08,https://www.adventisteducation.org/schools/ANWF57,,32.397675,-97.321439,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Keene Preschool,"302 Pecan St, Keene, TX, 76059-2208, USA",302 Pecan St,302,Pecan St,Keene,Johnson County,TX,76059,76059-2208,USA,ECP,https://www.adventisteducation.org/schools/ANWF37,,32.397675,-97.321439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killeen Adventist Junior Academy,"3412 Lake Rd, Killeen, TX, 76543-3823, USA",3412 Lake Rd,3412,Lake Rd,Killeen,Bell County,TX,76543,76543-3823,USA,PK-10,https://www.adventisteducation.org/schools/ANWF60,Killeen Adventist Junior Academy is committed to providing a quality education in a Christ-filled environment.,31.12182,-97.691312,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
